Generation,Policy_Index,Fitness,Policy_JSON
30,0,8250,"{""dist:medium"": ""do_nothing"", ""pos:above"": ""flap"", ""dist:close_pos:above_velo:stable"": ""do_nothing"", ""pos:below_velo:rising"": ""do_nothing"", ""pos:below"": ""do_nothing"", ""dist:medium_pos:below_velo:rising"": ""do_nothing"", ""dist:far_pos:above"": ""do_nothing"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""flap"", ""pos:aligned_velo:stable"": ""do_nothing"", ""dist:medium_pos:aligned_velo:stable"": ""do_nothing"", ""dist:far_pos:above_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""do_nothing"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned_velo:stable"": ""flap"", ""dist:far"": ""do_nothing"", ""default"": ""do_nothing""}"
30,1,8490,"{""dist:medium"": ""do_nothing"", ""pos:above"": ""flap"", ""dist:close_pos:above_velo:stable"": ""do_nothing"", ""pos:below_velo:rising"": ""do_nothing"", ""pos:below"": ""do_nothing"", ""dist:medium_pos:below_velo:rising"": ""do_nothing"", ""dist:far_pos:above"": ""do_nothing"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""flap"", ""pos:aligned_velo:stable"": ""do_nothing"", ""dist:medium_pos:aligned_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""do_nothing"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""flap"", ""dist:close_pos:aligned_velo:stable"": ""flap"", ""dist:far"": ""do_nothing"", ""default"": ""do_nothing""}"
30,2,6770,"{""dist:medium"": ""do_nothing"", ""pos:above"": ""flap"", ""pos:below_velo:rising"": ""do_nothing"", ""pos:below"": ""do_nothing"", ""dist:medium_pos:below_velo:rising"": ""do_nothing"", ""dist:far_pos:above"": ""do_nothing"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""flap"", ""pos:aligned_velo:stable"": ""do_nothing"", ""dist:medium_pos:aligned_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""do_nothing"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""flap"", ""dist:close_pos:aligned_velo:stable"": ""flap"", ""dist:far"": ""do_nothing"", ""default"": ""do_nothing""}"
30,3,56010,"{""dist:medium"": ""do_nothing"", ""dist:far_pos:aligned_velo:rising"": ""do_nothing"", ""pos:above"": ""flap"", ""dist:close_pos:above_velo:stable"": ""do_nothing"", ""pos:below_velo:rising"": ""do_nothing"", ""pos:below"": ""do_nothing"", ""dist:medium_pos:below_velo:rising"": ""do_nothing"", ""dist:far_pos:above"": ""flap"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""flap"", ""pos:aligned_velo:stable"": ""do_nothing"", ""dist:medium_pos:aligned_velo:stable"": ""do_nothing"", ""dist:far_pos:above_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""do_nothing"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""flap"", ""dist:close_pos:aligned_velo:stable"": ""flap"", ""dist:far"": ""do_nothing"", ""default"": ""do_nothing""}"
30,4,6610,"{""dist:far_pos:aligned_velo:rising"": ""do_nothing"", ""pos:above"": ""flap"", ""dist:close_pos:above_velo:stable"": ""do_nothing"", ""pos:below_velo:rising"": ""do_nothing"", ""pos:below"": ""do_nothing"", ""dist:medium_pos:below_velo:rising"": ""do_nothing"", ""dist:far_pos:above"": ""flap"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""flap"", ""pos:aligned_velo:stable"": ""do_nothing"", ""dist:medium_pos:aligned_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""do_nothing"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""flap"", ""dist:close_pos:aligned_velo:stable"": ""flap"", ""dist:far"": ""do_nothing"", ""default"": ""flap""}"
30,5,35700,"{""dist:medium"": ""do_nothing"", ""dist:far_pos:aligned_velo:rising"": ""do_nothing"", ""pos:above"": ""flap"", ""dist:close_pos:above_velo:stable"": ""do_nothing"", ""pos:below_velo:rising"": ""do_nothing"", ""pos:below"": ""do_nothing"", ""dist:medium_pos:below_velo:rising"": ""do_nothing"", ""dist:far_pos:above"": ""do_nothing"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""flap"", ""pos:aligned_velo:stable"": ""do_nothing"", ""dist:medium_pos:aligned_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""do_nothing"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""flap"", ""dist:close_pos:aligned_velo:stable"": ""flap"", ""dist:far"": ""do_nothing"", ""default"": ""flap"", ""dist:close"": ""do_nothing""}"
30,6,23880,"{""dist:medium"": ""do_nothing"", ""pos:above"": ""flap"", ""dist:close_pos:above_velo:stable"": ""do_nothing"", ""pos:below_velo:rising"": ""do_nothing"", ""pos:below"": ""do_nothing"", ""dist:medium_pos:below_velo:rising"": ""do_nothing"", ""dist:far_pos:above"": ""do_nothing"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""flap"", ""pos:aligned_velo:stable"": ""do_nothing"", ""dist:medium_pos:aligned_velo:stable"": ""do_nothing"", ""dist:far_pos:above_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""do_nothing"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""flap"", ""dist:close_pos:aligned_velo:stable"": ""flap"", ""dist:far"": ""do_nothing"", ""default"": ""do_nothing"", ""velo:rising"": ""flap""}"
30,7,1580,"{""dist:medium"": ""do_nothing"", ""dist:far_pos:aligned_velo:rising"": ""do_nothing"", ""pos:above"": ""flap"", ""dist:close_pos:above_velo:stable"": ""do_nothing"", ""pos:below_velo:rising"": ""do_nothing"", ""pos:below"": ""do_nothing"", ""dist:medium_pos:below_velo:rising"": ""do_nothing"", ""dist:far_pos:above"": ""do_nothing"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""flap"", ""pos:aligned_velo:stable"": ""do_nothing"", ""dist:medium_pos:aligned_velo:stable"": ""do_nothing"", ""dist:far_pos:above_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""do_nothing"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""flap"", ""dist:close_pos:aligned_velo:stable"": ""flap"", ""dist:far"": ""do_nothing"", ""default"": ""do_nothing"", ""dist:medium_pos:aligned_velo:rising"": ""flap""}"
30,8,32420,"{""dist:medium"": ""do_nothing"", ""dist:far_pos:aligned_velo:rising"": ""do_nothing"", ""pos:above"": ""flap"", ""dist:close_pos:above_velo:stable"": ""do_nothing"", ""pos:below_velo:rising"": ""do_nothing"", ""pos:below"": ""do_nothing"", ""dist:medium_pos:below_velo:rising"": ""do_nothing"", ""dist:far_pos:above"": ""do_nothing"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""flap"", ""pos:aligned_velo:stable"": ""do_nothing"", ""dist:medium_pos:aligned_velo:stable"": ""do_nothing"", ""dist:far_pos:above_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""do_nothing"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""flap"", ""dist:close_pos:aligned_velo:stable"": ""flap"", ""dist:far"": ""do_nothing"", ""default"": ""flap""}"
30,9,39020,"{""dist:medium"": ""do_nothing"", ""pos:above"": ""flap"", ""dist:close_pos:above_velo:stable"": ""do_nothing"", ""pos:below_velo:rising"": ""do_nothing"", ""pos:below"": ""do_nothing"", ""dist:medium_pos:below_velo:rising"": ""do_nothing"", ""dist:far_pos:above"": ""do_nothing"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""flap"", ""pos:aligned_velo:stable"": ""do_nothing"", ""dist:medium_pos:aligned_velo:stable"": ""do_nothing"", ""dist:far_pos:above_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""do_nothing"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""flap"", ""dist:close_pos:aligned_velo:stable"": ""flap"", ""dist:far"": ""do_nothing"", ""default"": ""flap""}"
30,10,1410,"{""dist:medium"": ""do_nothing"", ""dist:far_pos:aligned_velo:rising"": ""do_nothing"", ""pos:above"": ""flap"", ""dist:close_pos:above_velo:stable"": ""do_nothing"", ""pos:below_velo:rising"": ""do_nothing"", ""dist:medium_pos:below_velo:rising"": ""do_nothing"", ""dist:far_pos:above"": ""flap"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""flap"", ""pos:aligned_velo:stable"": ""do_nothing"", ""dist:medium_pos:aligned_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""do_nothing"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""flap"", ""dist:close_pos:aligned_velo:stable"": ""flap"", ""dist:far"": ""do_nothing"", ""default"": ""flap""}"
30,11,42460,"{""dist:medium"": ""do_nothing"", ""dist:far_pos:aligned_velo:rising"": ""do_nothing"", ""pos:above"": ""flap"", ""dist:close_pos:above_velo:stable"": ""do_nothing"", ""pos:below_velo:rising"": ""do_nothing"", ""pos:below"": ""do_nothing"", ""dist:medium_pos:below_velo:rising"": ""do_nothing"", ""dist:far_pos:above"": ""flap"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""flap"", ""pos:aligned_velo:stable"": ""do_nothing"", ""dist:medium_pos:aligned_velo:stable"": ""flap"", ""dist:far_pos:above_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""do_nothing"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""flap"", ""dist:close_pos:aligned_velo:stable"": ""flap"", ""dist:far"": ""do_nothing"", ""default"": ""do_nothing""}"
30,12,30600,"{""dist:medium"": ""do_nothing"", ""dist:far_pos:aligned_velo:rising"": ""do_nothing"", ""pos:above"": ""flap"", ""dist:close_pos:above_velo:stable"": ""do_nothing"", ""pos:below_velo:rising"": ""do_nothing"", ""pos:below"": ""do_nothing"", ""dist:medium_pos:below_velo:rising"": ""do_nothing"", ""dist:far_pos:above"": ""flap"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""flap"", ""pos:aligned_velo:stable"": ""do_nothing"", ""dist:medium_pos:aligned_velo:stable"": ""do_nothing"", ""dist:far_pos:above_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""do_nothing"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""flap"", ""dist:close_pos:aligned_velo:stable"": ""flap"", ""dist:far"": ""do_nothing"", ""default"": ""flap""}"
30,13,10130,"{""dist:medium"": ""do_nothing"", ""pos:above"": ""flap"", ""pos:below_velo:rising"": ""do_nothing"", ""pos:below"": ""do_nothing"", ""dist:medium_pos:below_velo:rising"": ""do_nothing"", ""dist:far_pos:above"": ""do_nothing"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""flap"", ""pos:aligned_velo:stable"": ""do_nothing"", ""dist:medium_pos:aligned_velo:stable"": ""do_nothing"", ""dist:far_pos:above_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""do_nothing"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned_velo:stable"": ""flap"", ""dist:far"": ""do_nothing"", ""default"": ""do_nothing""}"
30,14,1410,"{""dist:medium"": ""do_nothing"", ""pos:above"": ""flap"", ""dist:close_pos:above_velo:stable"": ""do_nothing"", ""pos:below_velo:rising"": ""do_nothing"", ""pos:below"": ""do_nothing"", ""dist:medium_pos:below_velo:rising"": ""flap"", ""dist:far_pos:above"": ""do_nothing"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""flap"", ""pos:aligned_velo:stable"": ""do_nothing"", ""dist:medium_pos:aligned_velo:stable"": ""do_nothing"", ""dist:far_pos:above_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""do_nothing"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned_velo:stable"": ""flap"", ""dist:far"": ""do_nothing"", ""default"": ""do_nothing""}"
30,15,25370,"{""dist:far_pos:aligned_velo:rising"": ""do_nothing"", ""pos:above"": ""flap"", ""dist:close_pos:above_velo:stable"": ""do_nothing"", ""pos:below_velo:rising"": ""do_nothing"", ""pos:below"": ""do_nothing"", ""dist:medium_pos:below_velo:rising"": ""do_nothing"", ""dist:far_pos:above"": ""flap"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""flap"", ""pos:aligned_velo:stable"": ""do_nothing"", ""dist:medium_pos:aligned_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""do_nothing"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""flap"", ""dist:close_pos:aligned_velo:stable"": ""flap"", ""dist:far"": ""do_nothing"", ""default"": ""flap"", ""dist:far_pos:aligned"": ""flap""}"
30,16,27090,"{""dist:medium"": ""do_nothing"", ""dist:far_pos:aligned_velo:rising"": ""do_nothing"", ""pos:above"": ""flap"", ""dist:close_pos:above_velo:stable"": ""do_nothing"", ""pos:below_velo:rising"": ""do_nothing"", ""pos:below"": ""do_nothing"", ""dist:medium_pos:below_velo:rising"": ""do_nothing"", ""dist:far_pos:above"": ""flap"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""flap"", ""pos:aligned_velo:stable"": ""do_nothing"", ""dist:medium_pos:aligned_velo:stable"": ""do_nothing"", ""dist:far_pos:above_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""do_nothing"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""flap"", ""dist:close_pos:aligned_velo:stable"": ""flap"", ""dist:far"": ""do_nothing"", ""default"": ""flap""}"
30,17,1410,"{""dist:medium"": ""do_nothing"", ""dist:far_pos:aligned_velo:rising"": ""do_nothing"", ""pos:above"": ""flap"", ""dist:close_pos:above_velo:stable"": ""do_nothing"", ""pos:below_velo:rising"": ""do_nothing"", ""pos:below"": ""do_nothing"", ""dist:medium_pos:below_velo:rising"": ""do_nothing"", ""dist:far_pos:above"": ""flap"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""flap"", ""pos:aligned_velo:stable"": ""do_nothing"", ""dist:medium_pos:aligned_velo:stable"": ""do_nothing"", ""dist:far_pos:above_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""do_nothing"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""flap"", ""dist:close_pos:aligned_velo:stable"": ""flap"", ""dist:far"": ""do_nothing"", ""default"": ""do_nothing"", ""dist:medium_velo:stable"": ""flap""}"
30,18,39030,"{""dist:medium"": ""do_nothing"", ""pos:above"": ""flap"", ""dist:close_pos:above_velo:stable"": ""do_nothing"", ""pos:below_velo:rising"": ""do_nothing"", ""pos:below"": ""do_nothing"", ""dist:medium_pos:below_velo:rising"": ""do_nothing"", ""dist:far_pos:above"": ""do_nothing"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""flap"", ""pos:aligned_velo:stable"": ""do_nothing"", ""dist:medium_pos:aligned_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""do_nothing"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""flap"", ""dist:close_pos:aligned_velo:stable"": ""flap"", ""dist:far"": ""do_nothing"", ""default"": ""flap""}"
30,19,320,"{""dist:close_pos:aligned_velo:rising"": ""flap"", ""dist:medium_pos:aligned_velo:rising"": ""do_nothing"", ""dist:far_pos:above_velo:stable"": ""do_nothing"", ""pos:above_velo:rising"": ""do_nothing"", ""default"": ""do_nothing""}"
31,0,1480,"{""dist:medium"": ""do_nothing"", ""dist:far_pos:aligned_velo:rising"": ""do_nothing"", ""pos:above"": ""flap"", ""dist:close_pos:above_velo:stable"": ""do_nothing"", ""pos:below_velo:rising"": ""do_nothing"", ""pos:below"": ""do_nothing"", ""dist:medium_pos:below_velo:rising"": ""do_nothing"", ""dist:far_pos:above"": ""flap"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""flap"", ""pos:aligned_velo:stable"": ""do_nothing"", ""dist:medium_pos:aligned_velo:stable"": ""do_nothing"", ""dist:far_pos:above_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""do_nothing"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""flap"", ""dist:close_pos:aligned_velo:stable"": ""flap"", ""dist:far"": ""do_nothing"", ""default"": ""do_nothing""}"
31,1,6530,"{""dist:medium"": ""do_nothing"", ""dist:far_pos:aligned_velo:rising"": ""do_nothing"", ""pos:above"": ""flap"", ""dist:close_pos:above_velo:stable"": ""do_nothing"", ""pos:below_velo:rising"": ""do_nothing"", ""pos:below"": ""do_nothing"", ""dist:medium_pos:below_velo:rising"": ""do_nothing"", ""dist:far_pos:above"": ""flap"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""flap"", ""pos:aligned_velo:stable"": ""do_nothing"", ""dist:medium_pos:aligned_velo:stable"": ""flap"", ""dist:far_pos:above_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""do_nothing"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""flap"", ""dist:close_pos:aligned_velo:stable"": ""flap"", ""dist:far"": ""do_nothing"", ""default"": ""do_nothing""}"
31,2,1530,"{""dist:medium"": ""do_nothing"", ""pos:above"": ""flap"", ""dist:close_pos:above_velo:stable"": ""do_nothing"", ""pos:below_velo:rising"": ""do_nothing"", ""pos:below"": ""do_nothing"", ""dist:medium_pos:below_velo:rising"": ""do_nothing"", ""dist:far_pos:above"": ""do_nothing"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""flap"", ""pos:aligned_velo:stable"": ""do_nothing"", ""dist:medium_pos:aligned_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""do_nothing"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""flap"", ""dist:close_pos:aligned_velo:stable"": ""flap"", ""dist:far"": ""do_nothing"", ""default"": ""flap""}"
31,3,8320,"{""dist:medium"": ""do_nothing"", ""pos:above"": ""flap"", ""dist:close_pos:above_velo:stable"": ""do_nothing"", ""pos:below_velo:rising"": ""do_nothing"", ""pos:below"": ""do_nothing"", ""dist:medium_pos:below_velo:rising"": ""do_nothing"", ""dist:far_pos:above"": ""do_nothing"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""flap"", ""pos:aligned_velo:stable"": ""do_nothing"", ""dist:medium_pos:aligned_velo:stable"": ""do_nothing"", ""dist:far_pos:above_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""do_nothing"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""flap"", ""dist:close_pos:aligned_velo:stable"": ""flap"", ""dist:far"": ""do_nothing"", ""default"": ""flap""}"
31,4,25440,"{""dist:medium"": ""do_nothing"", ""dist:far_pos:aligned_velo:rising"": ""do_nothing"", ""pos:above"": ""flap"", ""dist:close_pos:above_velo:stable"": ""do_nothing"", ""pos:below_velo:rising"": ""do_nothing"", ""pos:below"": ""do_nothing"", ""dist:medium_pos:below_velo:rising"": ""do_nothing"", ""dist:far_pos:above"": ""do_nothing"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""flap"", ""pos:aligned_velo:stable"": ""do_nothing"", ""dist:medium_pos:aligned_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""do_nothing"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""flap"", ""dist:close_pos:aligned_velo:stable"": ""flap"", ""dist:far"": ""do_nothing"", ""default"": ""flap"", ""dist:close"": ""do_nothing""}"
31,5,440,"{""dist:medium"": ""do_nothing"", ""dist:far_pos:aligned_velo:rising"": ""do_nothing"", ""pos:above"": ""flap"", ""dist:close_pos:above_velo:stable"": ""do_nothing"", ""pos:below_velo:rising"": ""do_nothing"", ""pos:below"": ""do_nothing"", ""dist:medium_pos:below_velo:rising"": ""do_nothing"", ""dist:far_pos:above"": ""flap"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""flap"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""flap"", ""pos:aligned_velo:stable"": ""do_nothing"", ""dist:medium_pos:aligned_velo:stable"": ""do_nothing"", ""dist:far_pos:above_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""do_nothing"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""flap"", ""dist:close_pos:aligned_velo:stable"": ""flap"", ""dist:far"": ""do_nothing"", ""default"": ""do_nothing""}"
